real12,pred12,real3,pred3
68.0,68.85111,68.111115,68.71215
68.111115,69.000656,68.5,68.79314
61.444443,68.88994,68.0,68.7928
69.125,68.699715,69.5,68.67986
69.0,68.71377,69.0,68.6862
68.666664,68.65328,67.875,68.59171
68.75,68.74657,69.333336,68.74044
68.77778,68.7694,69.25,68.72788
69.375,68.72172,68.77778,68.65395
68.75,68.75926,68.0,68.669205
68.375,68.85058,68.111115,68.76626
69.111115,68.63868,61.444443,68.66187
67.77778,68.62612,69.125,68.59399
68.42857,68.652885,69.0,68.55308
69.375,68.66222,68.666664,68.64415
68.0,68.57465,68.75,68.57824
69.22222,68.63661,68.77778,68.61304
69.625,68.4921,69.375,68.45021
69.111115,68.30017,68.75,68.3174
68.75,68.43733,68.375,68.445595
69.666664,68.57748,69.111115,68.61376
69.625,68.63234,67.77778,68.67764
60.625,68.69935,68.42857,68.67758
69.0,68.81058,69.375,68.78208
68.22222,68.57374,68.0,68.62788
70.0,68.575584,69.22222,68.61493
68.375,68.70673,69.625,68.76324
69.44444,68.61765,69.111115,68.66154
68.75,68.6802,68.75,68.701164
69.25,68.77226,69.666664,68.82015
69.888885,68.84126,69.625,68.89453
69.875,68.78121,60.625,68.83633
68.5,68.78978,69.0,68.84347
69.125,68.87687,68.22222,68.952515
68.0,68.87144,70.0,68.98384
68.875,68.727104,68.375,68.8048
68.333336,68.68147,69.44444,68.720024
69.625,68.690125,68.75,68.73358
59.875,68.641304,69.25,68.67172
68.44444,68.61611,69.888885,68.65752
69.5,68.63528,69.875,68.67796
68.875,68.6481,68.5,68.71562
68.55556,68.72136,69.125,68.84172
68.0,68.801476,68.0,68.97357
69.55556,68.73553,68.875,68.87112
68.25,68.698814,68.333336,68.80814
69.375,68.569336,69.625,68.689
67.5,68.5278,59.875,68.67793
68.55556,68.48885,68.44444,68.61396
69.0,68.557686,69.5,68.72065
68.111115,68.68105,68.875,68.76753
68.75,68.44629,68.55556,68.601944
68.5,68.5323,68.0,68.78568
66.77778,68.390625,69.55556,68.63847
68.75,68.32371,68.25,68.52919
67.666664,68.22253,69.375,68.409904
68.375,68.30759,67.5,68.5715
69.0,68.306335,68.55556,68.52015
69.0,68.35017,69.0,68.5694
68.111115,68.26372,68.111115,68.4147
68.666664,68.20734,68.75,68.3589
68.75,68.34522,68.5,68.466736
67.77778,68.22828,66.77778,68.35698
67.75,68.28989,68.75,68.38434
68.22222,68.29831,67.666664,68.41444
68.25,68.11611,68.375,68.15946
68.0,68.17063,69.0,68.278275
66.25,68.14219,69.0,68.23229
68.333336,68.1197,68.111115,68.22577
68.375,68.24871,68.666664,68.38462
68.375,68.29956,68.75,68.45519
68.375,68.212265,67.77778,68.333
69.111115,68.247185,67.75,68.3808
67.5,68.29438,68.22222,68.44836
69.125,68.19521,68.25,68.30026
68.875,68.12349,68.0,68.21586
68.44444,68.17136,66.25,68.255295
68.625,68.14568,68.333336,68.2681
65.0,68.10554,68.375,68.21716
68.22222,67.92812,68.375,67.91388
68.875,67.976036,68.375,67.98665
68.5,68.091484,69.111115,68.131454
67.85714,68.170364,67.5,68.21038
61.125,68.21959,69.125,68.27782
68.75,68.27351,68.875,68.3709
68.375,68.205185,68.44444,68.22952
67.875,68.27442,68.625,68.30423
62.22222,68.36438,65.0,68.41884
69.42857,68.349915,68.22222,68.40634
69.22222,68.34206,68.875,68.397835
69.44444,68.08352,68.5,68.00749
68.5,68.12702,67.85714,68.09836
68.0,68.21344,61.125,68.269264
68.666664,68.22411,68.75,68.281395
69.0,68.178795,68.375,68.20491
67.25,68.372505,67.875,68.2152
68.875,68.16431,62.22222,68.10698
66.25,68.25696,69.42857,68.22976
67.333336,68.13606,69.22222,68.03488
68.0,68.28322,69.44444,67.99865
69.25,68.22984,68.5,68.12721
68.333336,68.36302,68.0,68.37326
68.375,68.3364,68.666664,68.7725
68.5,68.81323,69.0,68.733925
68.75,68.90332,67.25,68.79974
69.0,68.83661,68.875,68.734764
67.888885,68.94873,66.25,68.86862
69.125,68.80857,67.333336,68.691124
68.77778,68.85558,68.0,68.741615
69.125,68.7174,69.25,68.55503
67.75,68.54531,68.333336,68.36382
66.25,68.61563,68.375,68.45733
69.125,68.76248,68.5,68.64397
68.333336,68.754654,68.75,68.64903
67.75,68.69888,69.0,68.59289
68.625,68.74142,67.888885,68.63276
66.625,68.733345,69.125,68.66078
68.0,68.784355,68.77778,68.7355
67.375,68.67447,69.125,68.62121
69.333336,68.737366,67.75,68.712135
68.0,68.758415,66.25,68.75755
68.5,68.76478,69.125,68.783005
67.55556,68.705414,68.333336,68.69943
69.25,68.392586,67.75,68.34046
69.0,68.53473,68.625,68.5153
67.75,68.59048,66.625,68.59309
68.625,68.45651,68.0,68.45349
67.125,68.46602,67.375,68.47878
67.625,68.27415,69.333336,68.25638
69.111115,68.19072,68.0,68.19447
69.125,68.16142,68.5,68.16781
66.75,68.24168,67.55556,68.30449
55.333332,68.21344,69.25,68.30287
56.375,68.197586,69.0,68.30637
67.375,68.14584,67.75,68.24984
67.888885,68.230606,68.625,68.379326
65.125,68.27689,67.125,68.45982
59.666668,68.1626,67.625,68.3378
51.8,68.13654,69.111115,68.34325
59.875,68.02431,69.125,68.207855
59.0,67.857765,66.75,68.05932
58.125,68.02829,55.333332,68.27155
57.285713,68.09274,56.375,68.36753
55.11111,67.712425,67.375,67.980225
56.5,67.527695,67.888885,67.63448
63.88889,66.80221,65.125,66.581375
63.5,67.32739,59.666668,67.52785
63.0,67.595375,51.8,67.749115
67.75,66.99725,59.875,67.07748
65.75,66.8967,59.0,66.8531
67.0,66.936035,58.125,65.26888
66.666664,66.39089,57.285713,65.022804
65.75,65.51485,55.11111,63.52092
61.5,65.49874,56.5,62.173702
67.22222,65.12577,63.88889,61.913296
69.0,64.89955,63.5,60.8919
64.375,64.4377,63.0,60.10989
67.44444,65.65498,67.75,64.16822
68.125,66.07129,65.75,65.1481
68.888885,66.105515,67.0,65.22767
68.75,66.73148,66.666664,66.33806
67.375,66.72387,65.75,66.27675
68.44444,66.75965,61.5,66.296486
67.75,67.00405,67.22222,66.335846
69.111115,67.09392,69.0,66.30895
68.125,67.09474,64.375,66.18015
67.375,67.16739,67.44444,66.48891
66.875,67.47121,68.125,67.017235
69.333336,67.34602,68.888885,66.840965
66.75,67.54911,68.75,67.03578
67.333336,67.926285,67.375,67.50208
69.25,68.02075,68.44444,67.70261
68.333336,68.068214,67.75,67.83539
69.0,68.016884,69.111115,67.75188
68.375,68.08637,68.125,67.87277
65.0,68.090195,67.375,67.95783
68.44444,68.25065,66.875,68.18962
69.25,68.32452,69.333336,68.273094
68.125,68.328125,66.75,68.24531
67.111115,68.247574,67.333336,68.13373
68.25,68.355675,69.25,68.29609
66.75,68.2874,68.333336,68.19259
69.22222,68.26994,69.0,68.170395
69.25,68.394775,68.375,68.35396
67.111115,68.421165,65.0,68.36114
68.75,68.48639,68.44444,68.44081
68.111115,68.451836,69.25,68.44325
69.25,68.190285,68.125,68.06809
68.111115,68.32083,67.111115,68.27531
69.22222,68.450294,68.25,68.443344
69.125,68.39267,66.75,68.375244
68.5,68.29677,69.22222,68.26692
69.125,68.30368,69.25,68.287964
68.77778,68.19026,67.111115,68.13654
69.375,68.3235,68.75,68.31103
67.75,68.460556,68.111115,68.50224
68.666664,68.33486,69.25,68.32406
68.875,68.34024,68.111115,68.37408
68.77778,68.32201,69.22222,68.360634
69.625,68.412445,69.125,68.481285
68.125,68.370705,68.5,68.44825
68.875,68.47501,69.125,68.56298
67.55556,68.56653,68.77778,68.659935
69.333336,68.539055,69.375,68.63304
68.75,68.6004,67.75,68.69248
69.44444,68.60215,68.666664,68.69537
69.875,68.66709,68.875,68.76082
69.55556,68.558426,68.77778,68.64203
68.875,68.55982,69.625,68.633484
66.75,68.60364,68.125,68.69063
66.75,68.60562,68.875,68.68912
66.888885,68.742424,67.55556,68.84459
68.25,68.650185,69.333336,68.73851
68.125,68.65694,68.75,68.737335
68.5,68.52786,69.44444,68.58667
68.111115,68.645164,69.875,68.726395
69.333336,68.6781,69.55556,68.765976
59.5,68.74214,68.875,68.84451
68.625,68.85309,66.75,68.9663
68.875,68.87227,66.75,68.98544
69.0,68.81359,66.888885,68.91131
69.44444,68.491394,68.25,68.51154
69.14286,68.29484,68.125,68.26209
67.375,68.34346,68.5,68.26692
67.111115,68.428314,68.111115,68.397575
68.666664,68.46396,69.333336,68.43826
69.125,68.48675,59.5,68.4736
69.0,68.483986,68.625,68.47052
68.75,68.59775,68.875,68.62952
69.0,68.53497,69.0,68.570625
69.22222,68.64336,69.44444,68.60861
69.125,68.79755,69.14286,68.76698
69.375,68.67014,67.375,68.64241
68.888885,68.72565,67.111115,68.751495
66.77778,68.762794,68.666664,68.806625
69.0,68.595894,69.125,68.58234
68.375,68.50713,69.0,68.47475
68.375,68.59583,68.75,68.59793
68.375,68.65646,69.0,68.689384
68.125,68.6608,69.22222,68.7033
68.333336,68.69064,69.125,68.730835
68.875,68.70693,69.375,68.75452
68.55556,68.76333,68.888885,68.81827
69.0,68.80231,66.77778,68.87431
69.77778,68.83923,69.0,68.91592
68.5,68.839424,68.375,68.90515
68.333336,68.61172,68.375,68.60766
68.25,68.6764,68.375,68.69567
68.25,68.69527,68.125,68.71307
68.875,68.67687,68.333336,68.686966
70.0,68.696686,68.875,68.69707
0.0,68.63392,68.55556,68.614075
0.0,68.626114,69.0,68.60391
0.0,68.675934,69.77778,68.676094
0.0,68.669075,68.5,68.67312
0.0,68.72334,68.333336,68.73732
0.0,68.83674,68.25,68.88564
0.0,68.780914,68.25,68.81588
0.0,68.68205,68.875,68.70076
0.0,68.647644,70.0,68.65666
0.0,68.65294,0.0,68.65828
0.0,68.72498,0.0,68.748314
0.0,68.89708,0.0,68.94232
0.0,68.52346,0.0,68.42984
0.0,68.326164,0.0,68.257416
0.0,67.960754,0.0,67.9666
0.0,67.899994,0.0,67.932465
0.0,68.04256,0.0,68.08764
0.0,67.93581,0.0,67.961555
0.0,67.80277,0.0,67.64432
0.0,67.676544,0.0,67.33038
0.0,67.60053,0.0,67.18976
0.0,67.5459,0.0,67.13128
0.0,67.56695,0.0,67.137924
0.0,67.64592,0.0,67.20604
0.0,67.65784,0.0,67.2168
0.0,67.66699,0.0,67.222885
0.0,67.67803,0.0,67.23274
68.666664,67.68946,0.0,67.24303
68.375,67.70324,0.0,67.254906
67.875,67.71041,0.0,67.261246
68.666664,67.7229,0.0,67.27216
68.25,67.73338,0.0,67.28098
68.666664,67.74347,0.0,67.2889
69.25,67.75339,0.0,67.29691
69.0,67.76517,0.0,67.30838
68.5,67.77712,0.0,67.31919
69.111115,67.78729,68.666664,67.3284
67.625,67.79903,68.375,67.33891
69.22222,67.8077,67.875,67.34586
69.25,68.08282,68.666664,68.21606
69.44444,68.2443,68.25,68.13397
69.375,68.02161,68.666664,67.98176
69.666664,68.11545,69.25,68.12079
68.875,68.27719,69.0,68.310005
69.125,68.49789,68.5,68.537704
69.625,68.70535,69.111115,68.75965
69.111115,68.77115,67.625,68.819595
69.625,68.76617,69.22222,68.81172
68.888885,68.783646,69.25,68.83512
68.625,68.62541,69.44444,68.64168
69.25,68.7081,69.375,68.74939
69.5,68.8221,69.666664,68.8824
69.55556,68.82431,68.875,68.90345
68.666664,68.87448,69.125,68.96402
69.25,68.93371,69.625,69.036125
68.75,68.862236,69.111115,68.95855
69.44444,68.83835,69.625,68.933975
69.0,68.9054,68.888885,69.00976
67.875,68.88473,68.625,68.98281
69.22222,68.90917,69.25,69.01366
68.625,68.87925,69.5,68.968414
68.25,68.79857,69.55556,68.8704
69.55556,68.84223,68.666664,68.917015
68.875,68.89749,69.25,68.979454
68.55556,68.88797,68.75,68.97738
67.5,68.80985,69.44444,68.88795
59.75,68.80379,69.0,68.89859
67.625,68.76959,67.875,68.855896
69.22222,68.77828,69.22222,68.88362
69.375,68.78355,68.625,68.88933
68.111115,68.608154,68.25,68.68166
69.25,68.649315,69.55556,68.72684
69.55556,68.64485,68.875,68.723724
69.5,68.561646,68.55556,68.62751
68.44444,68.65706,67.5,68.76071
68.125,68.6019,59.75,68.74884
67.5,68.525345,67.625,68.670425
68.22222,68.34831,69.22222,68.44881
69.375,68.36711,69.375,68.38283
68.77778,68.32121,68.111115,68.41583
67.71429,68.39555,69.25,68.59364
69.333336,68.44208,69.55556,68.66995
68.25,68.310295,69.5,68.50449
68.125,68.32274,68.44444,68.56909
68.25,68.45608,68.125,68.704185
68.5,68.499954,67.5,68.76164
67.75,68.44064,68.22222,68.65863
67.666664,68.32452,69.375,68.5428
68.125,68.20276,68.77778,68.3914
67.111115,68.17826,67.71429,68.35348
66.875,68.31393,69.333336,68.552536
67.77778,68.33702,68.25,68.57059
68.875,68.19426,68.125,68.37091
67.666664,68.27026,68.25,68.46411
67.875,68.22526,68.5,68.42171
67.55556,68.1687,67.75,68.33024
67.125,68.18879,67.666664,68.32687
58.625,68.184525,68.125,68.33353
58.42857,68.08464,67.111115,68.18116
68.833336,68.013176,66.875,68.07989
68.55556,68.07249,67.77778,68.14226
68.0,68.00457,68.875,68.012535
69.0,67.9156,67.666664,67.88859
68.125,67.91949,67.875,67.91263
68.55556,68.0988,67.55556,68.14367
68.71429,68.02237,67.125,68.09047
68.888885,67.99236,58.625,68.069756
68.25,67.96213,58.42857,68.010826
69.22222,67.8632,68.833336,67.882225
68.888885,67.88451,68.55556,67.82921
68.125,67.58279,68.0,67.27763
68.666664,68.06956,69.0,68.122
69.125,68.148964,68.125,68.280106
69.111115,67.88159,68.55556,68.0343
67.75,68.00726,68.71429,68.242195
68.55556,67.94705,68.888885,68.16137
65.28571,67.9728,68.25,68.16321
67.0,68.070175,69.22222,68.26741
67.5,68.11917,68.888885,68.34354
69.375,68.09991,68.125,68.2956
65.875,68.17736,68.666664,68.40283
68.25,68.18593,69.125,68.399
65.75,68.08717,69.111115,68.254616
68.75,68.14087,67.75,68.34442
68.333336,68.267654,68.55556,68.46717
68.625,68.280106,65.28571,68.47089
68.125,68.299515,67.0,68.36123
67.125,68.293884,67.5,68.36055
65.375,68.059265,69.375,67.9077
65.625,67.988434,65.875,67.81939
69.333336,68.02902,68.25,67.87865
69.44444,68.23316,65.75,68.21384
66.25,68.02338,68.75,67.91782
68.22222,67.99793,68.333336,67.90298
67.875,67.82137,68.625,67.63833
67.5,67.850746,68.125,67.77405
67.125,67.8716,67.125,67.897835
68.77778,67.85229,65.375,67.94997
68.625,67.7891,65.625,67.92023
65.75,67.71392,69.333336,67.94396
66.375,67.865234,69.44444,67.76371
68.333336,67.7701,66.25,67.676
64.75,68.18483,68.22222,68.07176
67.77778,68.362915,67.875,68.349174
68.0,68.14431,67.5,68.1247
66.333336,68.1889,67.125,68.1354
63.375,68.24885,68.77778,68.21736
67.75,68.12256,68.625,68.10318
69.0,68.12168,65.75,68.077965
68.5,68.15305,66.375,68.17766
67.22222,68.213005,68.333336,68.27435
69.25,67.92414,64.75,67.943375
59.444443,67.6818,67.77778,67.67446
66.625,67.68163,68.0,67.77337
67.375,67.28584,66.333336,67.35744
67.22222,67.26157,63.375,67.379875
66.875,67.2526,67.75,67.472115
65.0,67.02525,69.0,67.247444
65.75,66.83444,68.5,67.01062
68.25,66.84379,67.22222,67.070984
68.5,66.812416,69.25,67.196945
66.888885,66.72323,59.444443,67.21399
68.25,66.60157,66.625,67.10422
61.88889,66.748024,67.375,67.274315
65.75,66.87131,67.22222,67.3313
67.5,66.35095,66.875,66.90899
63.25,66.47989,65.0,66.95971
67.333336,66.29338,65.75,66.8692
69.125,66.34302,68.25,66.92325
62.0,66.08829,68.5,66.67343
66.25,65.7753,66.888885,66.438416
64.0,65.83559,68.25,66.56217
65.44444,65.72409,61.88889,66.45492
65.666664,65.40031,65.75,66.16655
66.375,65.55816,67.5,66.380356
67.25,65.43342,63.25,66.092026
54.375,65.59229,67.333336,66.274765
62.11111,65.794174,69.125,66.47868
62.75,65.42531,62.0,66.080345
59.11111,65.28227,66.25,65.95259
62.77778,65.32898,64.0,65.91791
61.42857,64.4829,65.44444,65.19643
68.333336,64.8587,65.666664,65.545906
65.111115,65.19836,66.375,65.68118
66.125,65.16685,67.25,65.43567
67.0,65.02141,54.375,65.25425
63.333332,64.83692,62.11111,64.9134
60.22222,64.959366,62.75,65.03481
62.25,65.66216,59.11111,64.928955
63.22222,65.294395,62.77778,64.70763
60.666668,65.41719,61.42857,64.48824
65.0,65.64646,68.333336,64.13289
66.44444,65.580734,65.111115,64.09477
66.75,65.61787,66.125,63.930252
67.0,65.825356,67.0,64.21444
67.22222,65.96561,63.333332,64.47123
66.875,66.05676,60.22222,64.79118
65.888885,66.26814,62.25,65.216644
66.25,66.3783,63.22222,64.99218
67.111115,66.90808,60.666668,65.00198
67.375,66.872086,65.0,65.253395
66.666664,66.88485,66.44444,65.26968
67.5,66.77086,66.75,65.058426
67.22222,66.85395,67.0,65.414474
68.22222,67.048225,67.22222,65.66729
66.111115,67.25125,66.875,65.90924
67.5,67.34639,65.888885,66.25148
68.888885,67.445114,66.25,66.50645
68.25,67.58008,67.111115,66.73976
69.0,67.53217,67.375,66.75873
66.111115,67.570465,66.666664,66.87211
68.0,67.7286,67.5,67.082825
66.44444,67.84723,67.22222,67.24044
68.22222,67.844086,68.22222,67.17816
68.44444,67.98613,66.111115,67.37273
68.625,68.08818,67.5,67.47233
68.22222,68.17216,68.888885,67.728424
68.0,68.18875,68.25,67.66797
67.888885,68.18468,69.0,67.730545
68.125,68.359924,66.111115,68.065346
68.888885,68.286446,68.0,68.07599
69.125,68.29067,66.44444,68.20756
67.77778,68.24938,68.22222,68.02626
67.625,68.12896,68.44444,67.98785
68.125,67.89782,68.625,67.82505
68.0,67.74017,68.22222,67.85701
66.875,67.733894,68.0,68.01635
66.333336,67.802414,67.888885,68.18456
68.125,67.8328,68.125,68.23777
68.22222,67.72834,68.888885,68.17596
66.666664,67.66175,69.125,68.118614
66.55556,67.61799,67.77778,68.11706
66.875,67.66686,67.625,68.20721
65.44444,67.738914,68.125,68.308975
65.333336,67.58485,68.0,68.154655
66.333336,67.47351,66.875,68.01446
66.77778,67.25875,66.333336,67.908875
66.625,67.02196,68.125,67.74346
65.333336,66.720856,68.22222,67.424774
66.25,66.4264,66.666664,67.06458
65.55556,66.38996,66.55556,67.1303
65.375,66.30724,66.875,67.13144
65.666664,66.044975,65.44444,66.82389
67.375,66.00342,65.333336,66.67752
65.55556,66.031006,66.333336,66.64895
67.44444,65.73673,66.77778,66.332504
65.333336,65.68274,66.625,66.1238
65.0,65.69133,65.333336,66.06033
65.125,65.65381,66.25,65.98701
59.875,65.55676,65.55556,65.927055
67.0,65.48486,65.375,65.78486
65.111115,65.512184,65.666664,65.72995
65.5,65.466064,67.375,65.65643
65.125,65.534744,65.55556,65.66485
64.375,65.50692,67.44444,65.61044
64.75,65.642555,65.333336,65.80593
64.888885,65.5307,65.0,65.71455
66.77778,65.59423,65.125,65.845726
67.0,65.446434,59.875,65.654236
65.44444,65.40372,67.0,65.566
66.0,65.42122,65.111115,65.53358
64.111115,65.51476,65.5,65.49506
64.888885,65.53777,65.125,65.61077
66.25,65.60131,64.375,65.640015
67.666664,65.603935,64.75,65.54531
63.25,65.61902,64.888885,65.54819
67.22222,65.551704,66.77778,65.39725
65.888885,65.54575,67.0,65.38806
66.625,65.58638,65.44444,65.40551
64.125,65.75296,66.0,65.6628
63.333332,65.8759,64.111115,65.8291
66.111115,65.906364,64.888885,65.82147
64.25,65.93623,66.25,65.829414
55.125,65.80947,67.666664,65.66845
62.88889,65.82068,63.25,65.62214
67.111115,65.93567,67.22222,65.77827
64.875,66.091324,65.888885,66.03245
66.0,65.940414,66.625,65.74463
66.0,66.0457,64.125,65.93639
67.44444,66.060394,63.333332,65.949326
66.625,66.04718,66.111115,66.00228
67.333336,65.98618,64.25,65.82231
64.888885,65.82636,55.125,65.60059
65.14286,65.99567,62.88889,65.81127
66.28571,65.87128,67.111115,65.60609
67.0,66.0479,64.875,65.450485
60.444443,65.94711,66.0,65.49237
65.5,66.399704,66.0,65.97075
65.333336,66.17788,67.44444,65.69496
65.14286,66.23266,66.625,65.810104
58.88889,66.12125,67.333336,65.8242
67.55556,66.17898,64.888885,66.039734
64.666664,66.14627,65.14286,66.05849
57.22222,66.215904,66.28571,66.19587
67.625,66.0876,67.0,66.00783
57.0,66.18977,60.444443,66.07599
58.875,66.12275,65.5,66.026924
66.333336,66.11928,65.333336,66.13418
67.125,66.33065,65.14286,66.10545
68.333336,66.18041,58.88889,65.96833
68.375,66.0267,67.55556,65.73724
66.44444,65.94559,64.666664,65.62091
66.55556,66.13379,57.22222,65.6354
68.666664,66.26212,67.625,65.92328
66.666664,66.15608,57.0,65.741516
66.625,66.39514,58.875,65.56325
59.88889,66.301315,66.333336,65.9323
68.111115,66.55704,67.125,65.74585
67.25,66.14214,68.333336,64.94871
66.0,66.35906,68.375,65.80838
68.0,66.76398,66.44444,66.29387
66.666664,66.936195,66.55556,66.680435
67.375,67.19944,68.666664,67.11286
68.333336,66.912735,66.666664,66.789
67.75,66.79564,66.625,66.6971
67.125,67.20317,59.88889,67.17223
66.666664,67.30411,68.111115,67.23959
66.71429,67.47968,67.25,67.35391
61.88889,67.38817,66.0,67.08046
68.333336,67.82064,68.0,67.67245
68.375,67.70123,66.666664,67.58642
67.44444,67.450356,67.375,67.26608
66.125,67.80887,68.333336,67.464005
67.44444,67.902725,67.75,67.43926
68.55556,67.90082,67.125,67.52396
60.22222,67.794975,66.666664,67.65111
68.5,67.63597,66.71429,67.55582
68.0,68.139084,61.88889,67.75827
66.125,67.96347,68.333336,67.61771
67.333336,67.8475,68.375,67.64895
65.666664,67.27511,67.44444,67.019165
68.44444,67.852905,66.125,67.680595
68.55556,68.09214,67.44444,67.86172
67.888885,67.99539,68.55556,67.712204
68.666664,67.66164,60.22222,67.35981
67.666664,67.76338,68.5,67.479004
68.875,67.86092,68.0,67.71025
68.44444,67.60903,66.125,67.47888
68.55556,68.038216,67.333336,67.89447
68.77778,68.143585,65.666664,67.96634
67.44444,67.77894,68.44444,67.4983
69.77778,67.666435,68.55556,67.49687
69.666664,67.6747,67.888885,67.39049
68.5,68.0948,68.666664,67.75988
68.666664,67.96495,67.666664,67.900116
69.888885,68.0146,68.875,67.96957
68.75,68.66137,68.44444,68.30949
69.125,68.64414,68.55556,68.32354
68.55556,68.69438,68.77778,68.57235
70.0,68.694824,67.44444,68.61351
69.875,68.419075,69.77778,68.43399
68.111115,68.587265,69.666664,68.60672
69.77778,68.60139,68.5,68.52324
69.125,68.779434,68.666664,68.78138
68.666664,68.93247,69.888885,69.01524
69.75,68.75552,68.75,68.808464
68.44444,68.69604,69.125,68.680984
68.77778,68.89144,68.55556,68.85053
70.0,68.81522,70.0,68.853226
68.77778,68.782394,69.875,68.77513
61.25,68.710075,68.111115,68.71955
69.333336,68.80734,69.77778,68.85053
68.77778,68.90805,69.125,68.986626
69.0,68.792435,68.666664,68.80033
68.44444,68.875244,69.75,68.81213
69.22222,68.91478,68.44444,68.86934
69.333336,68.78145,68.77778,68.75142
69.0,68.47632,70.0,68.6567
67.666664,68.428,68.77778,68.57364
68.57143,68.51021,61.25,68.635635
69.0,68.56604,69.333336,68.771545
68.375,68.58542,68.77778,68.76676
69.22222,68.43914,69.0,68.6585
66.75,68.20126,68.44444,68.525406
68.666664,68.10692,69.22222,68.41874
68.5,67.960686,69.333336,68.3009
69.22222,68.02356,69.0,68.34878
68.666664,68.10066,67.666664,68.42261
69.0,68.194244,68.57143,68.490234
66.375,68.2962,69.0,68.56948
68.375,68.17546,68.375,68.40578
69.333336,68.17348,69.22222,68.41413
68.125,68.211555,66.75,68.47377
68.333336,68.152916,68.666664,68.41874
66.77778,68.19792,68.5,68.44111
68.25,67.99612,69.22222,68.1456
68.0,68.0095,68.666664,68.19939
68.333336,68.06891,69.0,68.23728
67.625,68.06289,66.375,68.269104
68.44444,68.10082,68.375,68.27443
69.111115,68.16519,69.333336,68.30991
69.0,67.986084,68.125,68.054726
67.75,68.03586,68.333336,68.10293
68.666664,68.19106,66.77778,68.275764
69.77778,68.12441,68.25,68.211296
68.77778,68.072136,68.0,68.156494
69.44444,67.95825,68.333336,67.98622
67.875,67.9514,67.625,67.987976
60.11111,67.92633,68.44444,67.971146
69.0,67.97307,69.111115,68.02539
67.625,67.99514,69.0,68.06766
68.888885,68.0541,67.75,68.1351
67.625,68.11737,68.666664,68.22713
67.0,68.151566,69.77778,68.2665
68.55556,68.03056,68.77778,68.12092
68.25,67.98681,69.44444,68.090225
56.5,68.18028,67.875,68.321236
66.44444,68.18311,60.11111,68.34236
68.666664,68.22266,69.0,68.376434
67.55556,68.160675,67.625,68.27343
66.375,68.25386,68.888885,68.32495
67.0,68.138596,67.625,68.202866
69.44444,67.996605,67.0,68.17959
66.666664,68.057724,68.55556,68.22678
67.77778,67.98653,68.25,68.14867
66.5,67.75302,56.5,67.83251
67.666664,67.661354,66.44444,67.82146
68.77778,67.535934,68.666664,67.7813
60.0,67.55341,67.55556,67.76075
68.85714,67.38499,66.375,67.56449
65.875,67.21712,67.0,67.564896
63.875,67.3125,69.44444,67.59453
67.111115,67.21897,66.666664,67.443184
62.77778,67.06157,67.77778,67.30335
66.0,67.10616,66.5,67.43937
67.22222,66.93121,67.666664,67.28161
67.75,66.86554,68.77778,67.215614
67.22222,66.91198,60.0,67.16882
67.875,67.01612,68.85714,67.13249
62.333332,67.31502,65.875,67.46527
66.44444,67.42479,63.875,67.5576
64.375,67.28205,67.111115,67.44391
66.0,67.1138,62.77778,67.2486
64.22222,66.570816,66.0,66.74615
66.57143,66.77405,67.22222,66.878075
65.375,66.5394,67.75,66.627686
67.0,66.36916,67.22222,66.408195
61.5,66.47473,67.875,66.62265
64.5,66.364716,62.333332,66.64484
59.11111,66.20188,66.44444,66.558464
57.22222,66.14655,64.375,66.54879
60.0,65.82334,66.0,66.2009
0.0,65.88872,64.22222,66.196495
0.0,65.69746,66.57143,66.051636
0.0,65.46519,65.375,65.93178
0.0,65.30284,67.0,65.83767
0.0,65.00614,61.5,65.635765
0.0,64.8698,64.5,65.61608
0.0,64.73957,59.11111,65.5298
0.0,64.73476,57.22222,65.46428
0.0,64.27612,60.0,65.11885
0.0,64.20055,0.0,64.7992
0.0,63.497707,0.0,63.98724
0.0,62.40315,0.0,63.3428
0.0,65.132904,0.0,65.07448
0.0,64.230644,0.0,64.49568
0.0,65.90175,0.0,66.482666
0.0,66.57945,0.0,67.043884
61.6,66.65794,0.0,67.08324
64.75,66.88587,0.0,67.3026
57.9,66.928986,0.0,67.327644
67.22222,66.87022,0.0,67.2703
59.875,66.829796,0.0,67.21524
66.0,66.85843,0.0,67.232864
51.375,66.80597,0.0,67.16751
59.125,66.76897,0.0,67.125565
56.25,66.77049,0.0,67.12085
62.11111,66.772705,61.6,67.11789
64.875,66.774124,64.75,67.11184
59.666668,66.77776,57.9,67.10938
64.375,65.78508,67.22222,66.39977
61.11111,64.24769,59.875,64.72809
63.625,63.669987,66.0,63.43819
63.0,63.565735,51.375,63.014328
64.25,63.573223,59.125,62.172955
66.375,63.548927,56.25,62.271385
67.77778,64.198814,62.11111,62.312027
61.25,63.947014,64.875,62.501865
62.333332,64.599655,59.666668,62.21992
58.333332,64.46968,64.375,62.04078
65.125,64.39473,61.11111,62.202972
68.111115,64.440735,63.625,62.304882
68.125,65.01664,63.0,62.945477
66.5,65.5479,64.25,63.512074
67.57143,66.04393,66.375,63.90712
69.22222,66.45882,67.77778,64.033035
69.75,66.67677,61.25,64.198135
67.85714,66.69732,62.333332,64.44913
67.55556,66.72021,58.333332,64.96288
66.22222,67.00563,65.125,64.8805
66.875,67.10073,68.111115,64.932945
67.55556,67.07424,68.125,65.049324
